"id","source_id","cot_type"
39688248,10,"a-n-A-C-F-m"
39660133,45,"a-n-A-C-F-m"
39672078,38,"a-n-A-C-F-m"
39678382,25,"a-n-A-C-F-m"
39674417,38,"a-n-A-C-F-m"
39671483,42,"a-n-A-C-F-m"
39680947,25,"a-n-A-C-F-m"
39686487,10,"a-n-A-C-F-m"
39665493,79,"a-n-A-C-F-m"
39687498,85,"a-n-A-C-F-m"
39674714,63,"a-n-A-C-F-m"
39666358,79,"a-n-A-C-F-m"
39681161,63,"a-n-A-C-F-m"
39679243,25,"a-n-A-C-F-m"
39658827,29,"a-n-A-C-F-m"
39665377,61,"a-n-A-C-F-m"
39680219,41,"a-n-A-C-F-m"
39691042,62,"a-n-A-C-F-m"
39672651,63,"a-n-A-C-F-m"
39667423,79,"a-n-A-C-F-m"
39677310,37,"a-n-A-C-F-m"
39670148,37,"a-n-A-C-F-m"
39664075,61,"a-n-A-C-F-m"
39663273,8,"a-n-A-C-F-m"
39657532,53,"a-n-A-C-F-m"
39661196,1,"a-n-A-C-F-m"
39659148,53,"a-n-A-C-F-m"
39666903,79,"a-n-A-C-F-m"
39685735,40,"a-n-A-C-F-m"
39688850,24,"a-n-A-C-F-m"
39685760,40,"a-n-A-C-F-m"
39676195,63,"a-n-A-C-F-m"
39664214,79,"a-n-A-C-F-m"
39669220,42,"a-n-A-C-F-m"
39687306,7,"a-n-A-C-F-m"
39665582,8,"a-n-A-C-F-m"
39674859,19,"a-n-A-C-F-m"
39664779,6,"a-n-A-C-F-m"
39660371,1,"a-n-A-C-F-m"
39664802,8,"a-n-A-C-F-m"
39661434,89,"a-n-A-C-F"
39660290,53,"a-n-A-C-F-m"
39684113,43,"a-n-A-C-F-m"
39672630,19,"a-n-A-C-F-m"
39659331,53,"a-n-A-C-F-m"
39686171,62,"a-n-A-C-F-m"
39681403,43,"a-n-A-C-F-m"
39668895,59,"a-n-A-C-F-m"
39685944,10,"a-n-A-C-F-m"
39664870,79,"a-n-A-C-F-m"
39662762,8,"a-n-A-C-F-m"
39674002,19,"a-n-A-C-F-m"
39657462,16,"a-n-A-C-F-m"
39669727,19,"a-n-A-C-F-m"
39678915,63,"a-n-A-C-F-m"
39669032,38,"a-n-A-C-F-m"
39664545,8,"a-n-A-C-F-m"
39670502,37,"a-n-A-C-F-m"
39665018,79,"a-n-A-C-F-m"
39658470,29,"a-n-A-C-F-m"
39666451,22,"a-n-A-C-F-m"
39673901,19,"a-n-A-C-F-m"
39668600,38,"a-n-A-C-F-m"
39684131,62,"a-n-A-C-F-m"
39662863,61,"a-n-A-C-F-m"
39684692,68,"a-n-A-C-F-m"
39688913,10,"a-n-A-C-F-m"
39670845,38,"a-n-A-C-F-m"
39659174,16,"a-n-A-C-F-m"
39662622,79,"a-n-A-C-F-m"
39661179,53,"a-n-A-C-F-m"
39682115,80,"a-n-A-C-F-m"
39673703,65,"a-n-A-C-F-m"
39679376,25,"a-n-A-C-F-m"
39657425,53,"a-n-A-C-F-m"
39658647,17,"a-n-A-C-F-m"
39659650,53,"a-n-A-C-F-m"
39684406,25,"a-n-A-C-F-m"
39681875,25,"a-n-A-C-F-m"
39664980,71,"a-n-A-C-F-m"
39665634,8,"a-n-A-C-F-m"
39677962,37,"a-n-A-C-F-m"
39659665,29,"a-n-A-C-F-m"
39672217,42,"a-n-A-C-F-m"
39684074,25,"a-n-A-C-F-m"
39672620,26,"a-n-A-C-F-m"
39659506,89,"a-n-A-C-F"
39687430,7,"a-n-A-C-F-m"
39673930,65,"a-n-A-C-F-m"
39657416,16,"a-n-A-C-F-m"
39675975,37,"a-n-A-C-F-m"
39664942,58,"a-n-A-C-F-m"
39674778,25,"a-n-A-C-F-m"
39666028,38,"a-n-A-C-F-m"
39690727,66,"a-n-A-C-F-m"
39670435,79,"a-n-A-C-F-m"
39675333,37,"a-n-A-C-F-m"
39669137,8,"a-n-A-C-F-m"
39671298,19,"a-n-A-C-F-m"
39684060,41,"a-n-A-C-F-m"
39664049,61,"a-n-A-C-F-m"
39662969,61,"a-n-A-C-F-m"
39685163,25,"a-n-A-C-F-m"
39674854,19,"a-n-A-C-F-m"
39661876,8,"a-n-A-C-F-m"
39689529,7,"a-n-A-C-F-m"
39682843,63,"a-n-A-C-F-m"
39662120,79,"a-n-A-C-F-m"
39688633,7,"a-n-A-C-F-m"
39677854,65,"a-n-A-C-F-m"
39669764,37,"a-n-A-C-F-m"
39664511,6,"a-n-A-C-F-m"
39673007,43,"a-n-A-C-F-m"
39671212,65,"a-n-A-C-F-m"
39674650,25,"a-n-A-C-F-m"
39669026,8,"a-n-A-C-F-m"
39659763,53,"a-n-A-C-F-m"
39684995,25,"a-n-A-C-F-m"
39682915,68,"a-n-A-C-F-m"
39674076,37,"a-n-A-C-F-m"
39657513,53,"a-n-A-C-F-m"
39660919,89,"a-n-A-C-F"
39669589,19,"a-n-A-C-F-m"
39687621,7,"a-n-A-C-F-m"
39680084,19,"a-n-A-C-F-m"
39682676,68,"a-n-A-C-F-m"
39669503,42,"a-n-A-C-F-m"
39663630,8,"a-n-A-C-F-m"
39690553,66,"a-n-A-C-F-m"
39663262,8,"a-n-A-C-F-m"
39669457,8,"a-n-A-C-F-m"
39660292,29,"a-n-A-C-F-m"
39662577,79,"a-n-A-C-F-m"
39659630,53,"a-n-A-C-F-m"
39679096,37,"a-n-A-C-F-m"
39659118,29,"a-n-A-C-F-m"
39659852,16,"a-n-A-C-F-m"
39659761,29,"a-n-A-C-F-m"
39683606,10,"a-n-A-C-F-m"
39686637,10,"a-n-A-C-F-m"
39688506,7,"a-n-A-C-F-m"
39684089,40,"a-n-A-C-F-m"
39688054,62,"a-n-A-C-F-m"
39675840,22,"a-n-A-C-F-m"
39668156,22,"a-n-A-C-F-m"
39657865,53,"a-n-A-C-F-m"
39688241,66,"a-n-A-C-F-m"
39687312,10,"a-n-A-C-F-m"
39682494,63,"a-n-A-C-F-m"
39658711,17,"a-n-A-C-F-m"
39657257,29,"a-n-A-C-F-m"
39679189,25,"a-n-A-C-F-m"
39661497,53,"a-n-A-C-F-m"
39673781,26,"a-n-A-C-F-m"
39662908,79,"a-n-A-C-F-m"
39662046,79,"a-n-A-C-F-m"
39663777,79,"a-n-A-C-F-m"
39658499,1,"a-n-A-C-F-m"
39665124,58,"a-n-A-C-F-m"
39682625,43,"a-n-A-C-F-m"
39668808,38,"a-n-A-C-F-m"
39660500,53,"a-n-A-C-F-m"
39662105,61,"a-n-A-C-F-m"
39661975,8,"a-n-A-C-F-m"
39677485,37,"a-n-A-C-F-m"
39658968,53,"a-n-A-C-F-m"
39659769,29,"a-n-A-C-F-m"
39659298,53,"a-n-A-C-F-m"
39676964,63,"a-n-A-C-F-m"
39690684,66,"a-n-A-C-F-m"
39663267,79,"a-n-A-C-F-m"
39685803,62,"a-n-A-C-F-m"
39666871,38,"a-n-A-C-F-m"
39659695,29,"a-n-A-C-F-m"
39672498,38,"a-n-A-C-F-m"
39676924,19,"a-n-A-C-F-m"
39661116,45,"a-n-A-C-F-m"
39658545,53,"a-n-A-C-F-m"
39661494,45,"a-n-A-C-F-m"
39682060,41,"a-n-A-C-F-m"
39669798,26,"a-n-A-C-F-m"
39664761,6,"a-n-A-C-F-m"
39685426,62,"a-n-A-C-F-m"
39688734,41,"a-n-A-C-F-m"
39686643,40,"a-n-A-C-F-m"
39675728,37,"a-n-A-C-F-m"
39667600,79,"a-n-A-C-F-m"
39659392,1,"a-n-A-C-F-m"
39669671,38,"a-n-A-C-F-m"
39666386,38,"a-n-A-C-F-m"
39663034,61,"a-n-A-C-F-m"
39666957,38,"a-n-A-C-F-m"
39682954,10,"a-n-A-C-F-m"
39665263,74,"a-n-A-C-F-m"
39659289,1,"a-n-A-C-F-m"
39688658,35,"a-n-A-C-F-m"
39671312,65,"a-n-A-C-F-m"
39663463,8,"a-n-A-C-F-m"
39657310,29,"a-n-A-C-F-m"
39685155,25,"a-n-A-C-F-m"
39689916,39,"a-n-A-C-F-m"
39673217,43,"a-n-A-C-F-m"
39686538,62,"a-n-A-C-F-m"
39669371,19,"a-n-A-C-F-m"
39672409,38,"a-n-A-C-F-m"
39665611,38,"a-n-A-C-F-m"
39682949,5,"a-n-A-C-F-m"
39682705,25,"a-n-A-C-F-m"
39667615,22,"a-n-A-C-F-m"
39660664,53,"a-n-A-C-F-m"
39681438,25,"a-n-A-C-F-m"
39674724,19,"a-n-A-C-F-m"
39683010,41,"a-n-A-C-F-m"
39672511,19,"a-n-A-C-F-m"
39686713,62,"a-n-A-C-F-m"
39665390,38,"a-n-A-C-F-m"
39666222,38,"a-n-A-C-F-m"
39683483,41,"a-n-A-C-F-m"
39666587,79,"a-n-A-C-F-m"
39659422,29,"a-n-A-C-F-m"
39690514,10,"a-n-A-C-F-m"
39683581,41,"a-n-A-C-F-m"
39690226,35,"a-n-A-C-F-m"
39659236,29,"a-n-A-C-F-m"
39658668,67,"a-n-A-C-F-m"
39658724,67,"a-n-A-C-F-m"
39659085,16,"a-n-A-C-F-m"
39657253,16,"a-n-A-C-F-m"
39662845,61,"a-n-A-C-F-m"
39682495,25,"a-n-A-C-F-m"
39670928,42,"a-n-A-C-F-m"
39659697,29,"a-n-A-C-F-m"
39671886,65,"a-n-A-C-F-m"
39666569,38,"a-n-A-C-F-m"
39687454,10,"a-n-A-C-F-m"
39674652,43,"a-n-A-C-F-m"
39658834,53,"a-n-A-C-F-m"
39685705,62,"a-n-A-C-F-m"
39664839,58,"a-n-A-C-F-m"
39682779,62,"a-n-A-C-F-m"
39685207,63,"a-n-A-C-F-m"
39690421,85,"a-n-A-C-F-m"
39663336,8,"a-n-A-C-F-m"
39671961,8,"a-n-A-C-F-m"
39657792,53,"a-n-A-C-F-m"
39665105,8,"a-n-A-C-F-m"
39673082,26,"a-n-A-C-F-m"
39663239,8,"a-n-A-C-F-m"
39689434,7,"a-n-A-C-F-m"
39665953,26,"a-n-A-C-F-m"
39682694,40,"a-n-A-C-F-m"
39679054,42,"a-n-A-C-F-m"
39666254,79,"a-n-A-C-F-m"
39687657,41,"a-n-A-C-F-m"
39670443,42,"a-n-A-C-F-m"
39685279,10,"a-n-A-C-F-m"
39657957,29,"a-n-A-C-F-m"
39663655,8,"a-n-A-C-F-m"
39665059,79,"a-n-A-C-F-m"
39663515,79,"a-n-A-C-F-m"
39664131,61,"a-n-A-C-F-m"
39690238,85,"a-n-A-C-F-m"
39664078,61,"a-n-A-C-F-m"
39676213,22,"a-n-A-C-F-m"
39659211,29,"a-n-A-C-F-m"
39661525,53,"a-n-A-C-F-m"
39663781,79,"a-n-A-C-F-m"
39678578,25,"a-n-A-C-F-m"
39687090,10,"a-n-A-C-F-m"
39681632,19,"a-n-A-C-F-m"
39677727,42,"a-n-A-C-F-m"
39658520,29,"a-n-A-C-F-m"
39681725,41,"a-n-A-C-F-m"
39666754,8,"a-n-A-C-F-m"
39686144,68,"a-n-A-C-F-m"
39687023,40,"a-n-A-C-F-m"
39684970,66,"a-n-A-C-F-m"
39675638,37,"a-n-A-C-F-m"
39689975,35,"a-n-A-C-F-m"
39687305,62,"a-n-A-C-F-m"
39659400,29,"a-n-A-C-F-m"
39668558,38,"a-n-A-C-F-m"
39683167,10,"a-n-A-C-F-m"
39659917,29,"a-n-A-C-F-m"
39667963,26,"a-n-A-C-F-m"
39662844,61,"a-n-A-C-F-m"
39678366,43,"a-n-A-C-F-m"
39660702,6,"a-n-A-C-F-m"
39688473,66,"a-n-A-C-F-m"
39658865,17,"a-n-A-C-F-m"
39660226,6,"a-n-A-C-F-m"
39659208,53,"a-n-A-C-F-m"
39681017,43,"a-n-A-C-F-m"
39683788,49,"a-n-A-C-F-m"
39672277,38,"a-n-A-C-F-m"
39669739,42,"a-n-A-C-F-m"
39666932,22,"a-n-A-C-F-m"
39672894,63,"a-n-A-C-F-m"
39658119,53,"a-n-A-C-F-m"
39675829,19,"a-n-A-C-F-m"
39674866,65,"a-n-A-C-F-m"
39671691,22,"a-n-A-C-F-m"
39667400,26,"a-n-A-C-F-m"
39661726,61,"a-n-A-C-F-m"
39672326,37,"a-n-A-C-F-m"
39669662,38,"a-n-A-C-F-m"
39682643,19,"a-n-A-C-F-m"
39658745,29,"a-n-A-C-F-m"
39686818,10,"a-n-A-C-F-m"
39658296,16,"a-n-A-C-F-m"
39664669,61,"a-n-A-C-F-m"
39658554,16,"a-n-A-C-F-m"
39661399,53,"a-n-A-C-F-m"
39663589,26,"a-n-A-C-F-m"
39682842,41,"a-n-A-C-F-m"
39660510,53,"a-n-A-C-F-m"
39666231,79,"a-n-A-C-F-m"
39667610,26,"a-n-A-C-F-m"
39684083,10,"a-n-A-C-F-m"
39668894,8,"a-n-A-C-F-m"
39683810,10,"a-n-A-C-F-m"
39677728,37,"a-n-A-C-F-m"
39684037,41,"a-n-A-C-F-m"
39686956,62,"a-n-A-C-F-m"
39662790,79,"a-n-A-C-F-m"
39672841,25,"a-n-A-C-F-m"
39656909,53,"a-n-A-C-F-m"
39658489,16,"a-n-A-C-F-m"
39669267,8,"a-n-A-C-F-m"
39677128,19,"a-n-A-C-F-m"
39683738,25,"a-n-A-C-F-m"
39668903,22,"a-n-A-C-F-m"
39682051,68,"a-n-A-C-F-m"
39685059,10,"a-n-A-C-F-m"
39682573,19,"a-n-A-C-F-m"
39662544,6,"a-n-A-C-F-m"
39672125,37,"a-n-A-C-F-m"
39660452,1,"a-n-A-C-F-m"
39673276,37,"a-n-A-C-F-m"
39659467,53,"a-n-A-C-F-m"
39687460,10,"a-n-A-C-F-m"
39673249,38,"a-n-A-C-F-m"
39665907,58,"a-n-A-C-F-m"
39682542,41,"a-n-A-C-F-m"
39658613,53,"a-n-A-C-F-m"
39678022,42,"a-n-A-C-F-m"
39690014,7,"a-n-A-C-F-m"
39685418,40,"a-n-A-C-F-m"
39679732,25,"a-n-A-C-F-m"
39688255,49,"a-n-A-C-F-m"
39661079,61,"a-n-A-C-F-m"
39670827,37,"a-n-A-C-F-m"
39672194,42,"a-n-A-C-F-m"
39685783,62,"a-n-A-C-F-m"
39687664,62,"a-n-A-C-F-m"
39675720,63,"a-n-A-C-F-m"
39672835,25,"a-n-A-C-F-m"
39662925,61,"a-n-A-C-F-m"
39676960,63,"a-n-A-C-F-m"
39669561,19,"a-n-A-C-F-m"
39657869,29,"a-n-A-C-F-m"
39682529,25,"a-n-A-C-F-m"
39671236,37,"a-n-A-C-F-m"
39662398,6,"a-n-A-C-F-m"
39661398,53,"a-n-A-C-F-m"
39658980,1,"a-n-A-C-F-m"
