"name","id","cot_type","servertime"
"A1AA24",39658832,"a-n-A-C-F-m",201705071640
"A38E11",39689482,"a-n-A-C-F-m",201705071705
"A836FB",39673772,"a-n-A-C-F-m",201705071655
"A63665",39683169,"a-n-A-C-F-m",201705071700
"A2F591",39689271,"a-n-A-C-F-m",201705071705
"AAF183",39686475,"a-n-A-C-F-m",201705071705
"A836FB",39682626,"a-n-A-C-F-m",201705071700
"ABD19E",39659643,"a-n-A-C-F-m",201705071640
"A262A9",39681460,"a-n-A-C-F-m",201705071700
"ABD19E",39660455,"a-n-A-C-F-m",201705071640
"A2F591",39687900,"a-n-A-C-F-m",201705071705
"ICAO-A658DE",39685630,"a-n-A-C-F-m",201705071705
"A96BA2",39688510,"a-n-A-C-F-m",201705071705
"A2F591",39687369,"a-n-A-C-F-m",201705071705
"A71EFA",39674809,"a-n-A-C-F-m",201705071655
"ICAO-A4322C",39682107,"a-n-A-C-F-s",201705071700
"A71EFA",39679378,"a-n-A-C-F-m",201705071700
"42423F",39661643,"a-n-A-C-F-m",201705071640
"A583F5",39661644,"a-n-A-C-F-m",201705071640
"AB7B02",39664750,"a-n-A-C-F-m",201705071645
"A63665",39677944,"a-n-A-C-F-m",201705071655
"ABA7B0",39661174,"a-n-A-C-F-m",201705071640
"AA7E7C",39681866,"a-n-A-C-F-m",201705071700
"AA7E7C",39672847,"a-n-A-C-F-m",201705071655
"A3EE1F",39659322,"a-n-A-C-F-m",201705071640
"ICAO-A6CA7F",39686609,"a-n-A-C-F-m",201705071705
"A583F5",39661261,"a-n-A-C-F-m",201705071640
"A2F591",39680357,"a-n-A-C-F-m",201705071700
"42423F",39663533,"a-n-A-C-F-m",201705071645
"A8299A",39677960,"a-n-A-C-F-m",201705071655
"A6FA94",39663476,"a-n-A-C-F-m",201705071645
"A8C802",39668061,"a-n-A-C-F-m",201705071650
"A71EFA",39675703,"a-n-A-C-F-m",201705071655
"A3EE1F",39658117,"a-n-A-C-F-m",201705071635
"A71EFA",39673532,"a-n-A-C-F-m",201705071655
"C06A39",39680648,"a-n-A-C-F-m",201705071700
"42423F",39661015,"a-n-A-C-F-m",201705071640
"A1AA24",39657159,"a-n-A-C-F-m",201705071635
"ABD19E",39660909,"a-n-A-C-F-m",201705071640
"ABA7B0",39662852,"a-n-A-C-F-m",201705071645
"A63665",39682219,"a-n-A-C-F-m",201705071700
"ABD19E",39658507,"a-n-A-C-F-m",201705071635
"A3EE1F",39657194,"a-n-A-C-F-m",201705071635
"AB7B02",39669595,"a-n-A-C-F-m",201705071650
"A836FB",39685702,"a-n-A-C-F-m",201705071705
"A71EFA",39675394,"a-n-A-C-F-m",201705071655
"ICAO-A4322C",39681482,"a-n-A-C-F-s",201705071700
"A1AA24",39658656,"a-n-A-C-F-m",201705071640
"A71EFA",39673627,"a-n-A-C-F-m",201705071655
"A8299A",39677585,"a-n-A-C-F-m",201705071655
"ABE42C",39672341,"a-n-A-C-F-m",201705071655
"A1AA24",39660688,"a-n-A-C-F-m",201705071640
"A38E11",39684524,"a-n-A-C-F-m",201705071705
"C06A39",39688144,"a-n-A-C-F-m",201705071705
"A96BA2",39687430,"a-n-A-C-F-m",201705071705
"42423F",39663536,"a-n-A-C-F-m",201705071645
"ABA7B0",39668300,"a-n-A-C-F-m",201705071650
"AB4BA6",39686500,"a-n-A-C-F-m",201705071705
"A2F591",39686623,"a-n-A-C-F-m",201705071705
"A3EE1F",39658061,"a-n-A-C-F-m",201705071635
"A43EA6",39680420,"a-n-A-C-F-m",201705071700
"A71EFA",39679034,"a-n-A-C-F-m",201705071700
"A8299A",39670839,"a-n-A-C-F-m",201705071650
"ABD19E",39659413,"a-n-A-C-F-m",201705071640
"42423F",39662171,"a-n-A-C-F-m",201705071640
"A8C802",39664883,"a-n-A-C-F-m",201705071645
"AD8836",39681601,"a-n-A-C-F-m",201705071700
"A8299A",39673888,"a-n-A-C-F-m",201705071655
"ABA7B0",39666988,"a-n-A-C-F-m",201705071650
"A63665",39683674,"a-n-A-C-F-m",201705071700
"A1AA24",39658568,"a-n-A-C-F-m",201705071640
"ABA7B0",39667755,"a-n-A-C-F-m",201705071650
"42423F",39664991,"a-n-A-C-F-m",201705071645
"AB7B02",39667006,"a-n-A-C-F-m",201705071650
"A7ED31",39666782,"a-n-A-C-F-m",201705071650
"ICAO-020123",39659075,"a-n-A-C-F",201705071640
"AA7E7C",39672848,"a-n-A-C-F-m",201705071655
"A2F591",39688323,"a-n-A-C-F-m",201705071705
"42423F",39661086,"a-n-A-C-F-m",201705071640
"AA7E7C",39670929,"a-n-A-C-F-m",201705071650
"A836FB",39673541,"a-n-A-C-F-m",201705071655
"A8299A",39672844,"a-n-A-C-F-m",201705071655
"A48681",39689761,"a-n-A-C-F-m",201705071705
"A836FB",39680041,"a-n-A-C-F-m",201705071700
"ICAO-A4322C",39678188,"a-n-A-C-F-s",201705071655
"4BA956",39687177,"a-n-A-C-F-m",201705071705
"AA7E7C",39678469,"a-n-A-C-F-m",201705071700
"A63665",39684120,"a-n-A-C-F-m",201705071705
"AB7B02",39673530,"a-n-A-C-F-m",201705071655
"ABD19E",39660743,"a-n-A-C-F-m",201705071640
"A1AA24",39658318,"a-n-A-C-F-m",201705071635
"A262A9",39672627,"a-n-A-C-F-m",201705071655
"A262A9",39683742,"a-n-A-C-F-m",201705071700
"A48681",39689563,"a-n-A-C-F-m",201705071705
"A2F591",39684055,"a-n-A-C-F-m",201705071705
"ICAO-A658DE",39684600,"a-n-A-C-F-m",201705071705
"A642A3",39666987,"a-n-A-C-F-m",201705071650
"A262A9",39675818,"a-n-A-C-F-m",201705071655
"ABE42C",39670252,"a-n-A-C-F-m",201705071650
"A8299A",39670368,"a-n-A-C-F-m",201705071650
"A71EFA",39672500,"a-n-A-C-F-m",201705071655
"A71EFA",39676140,"a-n-A-C-F-m",201705071655
"A71EFA",39679740,"a-n-A-C-F-m",201705071700
"AB4BA6",39688626,"a-n-A-C-F-m",201705071705
"ABA7B0",39663962,"a-n-A-C-F-m",201705071645
"A836FB",39680269,"a-n-A-C-F-m",201705071700
"A1AA24",39657693,"a-n-A-C-F-m",201705071635
"A6FA94",39665023,"a-n-A-C-F-m",201705071645
"A1AA24",39660625,"a-n-A-C-F-m",201705071640
"AA7E7C",39676222,"a-n-A-C-F-m",201705071655
"C06A39",39685607,"a-n-A-C-F-m",201705071705
"A1AA24",39659635,"a-n-A-C-F-m",201705071640
"ABD19E",39660604,"a-n-A-C-F-m",201705071640
"A7ED31",39675901,"a-n-A-C-F-m",201705071655
"ABD19E",39662685,"a-n-A-C-F-m",201705071645
"AA7E7C",39675527,"a-n-A-C-F-m",201705071655
"A836FB",39677804,"a-n-A-C-F-m",201705071655
"AB00CE",39657355,"a-n-A-C-F-m",201705071635
"42423F",39659784,"a-n-A-C-F-m",201705071640
"C06A39",39685518,"a-n-A-C-F-m",201705071705
"AB7B02",39674926,"a-n-A-C-F-m",201705071655
"A1AA24",39658440,"a-n-A-C-F-m",201705071635
"C06A39",39687176,"a-n-A-C-F-m",201705071705
"AB7B02",39669704,"a-n-A-C-F-m",201705071650
"A2F591",39682075,"a-n-A-C-F-m",201705071700
"A63665",39680919,"a-n-A-C-F-m",201705071700
"A96BA2",39690154,"a-n-A-C-F-m",201705071710
"A43EA6",39681141,"a-n-A-C-F-m",201705071700
"ABA7B0",39661658,"a-n-A-C-F-m",201705071640
"A836FB",39673373,"a-n-A-C-F-m",201705071655
"A96BA2",39687621,"a-n-A-C-F-m",201705071705
"A8299A",39678163,"a-n-A-C-F-m",201705071655
"A38E11",39684138,"a-n-A-C-F-m",201705071705
"AB7B02",39665365,"a-n-A-C-F-m",201705071645
"A6FA94",39665182,"a-n-A-C-F-m",201705071645
"A2F591",39687640,"a-n-A-C-F-m",201705071705
"C06A39",39686514,"a-n-A-C-F-m",201705071705
"AA7E7C",39674792,"a-n-A-C-F-m",201705071655
"A3EE1F",39657476,"a-n-A-C-F-m",201705071635
"ICAO-A88E71",39661095,"a-n-A-C-F-m",201705071640
"A96BA2",39689373,"a-n-A-C-F-m",201705071705
"ABD19E",39660977,"a-n-A-C-F-m",201705071640
"A6FA94",39669360,"a-n-A-C-F-m",201705071650
"A1AA24",39658929,"a-n-A-C-F-m",201705071640
"AAF183",39686788,"a-n-A-C-F-m",201705071705
"A8C802",39672036,"a-n-A-C-F-m",201705071655
"A262A9",39677497,"a-n-A-C-F-m",201705071655
"AA7E7C",39674775,"a-n-A-C-F-m",201705071655
"A96BA2",39689675,"a-n-A-C-F-m",201705071705
"A63665",39678870,"a-n-A-C-F-m",201705071700
"A836FB",39679829,"a-n-A-C-F-m",201705071700
"A262A9",39675446,"a-n-A-C-F-m",201705071655
"A2F591",39686002,"a-n-A-C-F-m",201705071705
"AB7B02",39670505,"a-n-A-C-F-m",201705071650
"A63665",39684409,"a-n-A-C-F-m",201705071705
"42423F",39665128,"a-n-A-C-F-m",201705071645
"A836FB",39685005,"a-n-A-C-F-m",201705071705
"ABA7B0",39662327,"a-n-A-C-F-m",201705071645
"A1AA24",39661303,"a-n-A-C-F-m",201705071640
"ICAO-ACEA99",39664139,"a-n-A-C-F-m",201705071645
"ABA7B0",39662525,"a-n-A-C-F-m",201705071645
"AB4BA6",39689349,"a-n-A-C-F-m",201705071705
"AA8B40",39686234,"a-n-A-C-F-m",201705071705
"C06A39",39682162,"a-n-A-C-F-m",201705071700
"ABD19E",39662840,"a-n-A-C-F-m",201705071645
"A2F591",39684112,"a-n-A-C-F-m",201705071705
"ABD19E",39662111,"a-n-A-C-F-m",201705071640
"A2F591",39687883,"a-n-A-C-F-m",201705071705
"ICAO-A658DE",39684242,"a-n-A-C-F-m",201705071705
"A96BA2",39687728,"a-n-A-C-F-m",201705071705
"C06A39",39684819,"a-n-A-C-F-m",201705071705
"AA8B40",39685986,"a-n-A-C-F-m",201705071705
"A3EE1F",39657651,"a-n-A-C-F-m",201705071635
"A6FA94",39664874,"a-n-A-C-F-m",201705071645
"A8299A",39671518,"a-n-A-C-F-m",201705071655
"A2F591",39686888,"a-n-A-C-F-m",201705071705
"C06A39",39684779,"a-n-A-C-F-m",201705071705
"A71EFA",39670438,"a-n-A-C-F-m",201705071650
"A63665",39676046,"a-n-A-C-F-m",201705071655
"C06A39",39685219,"a-n-A-C-F-m",201705071705
"A262A9",39681272,"a-n-A-C-F-m",201705071700
"AA7E7C",39681728,"a-n-A-C-F-m",201705071700
"AB7B02",39669484,"a-n-A-C-F-m",201705071650
"42423F",39664382,"a-n-A-C-F-m",201705071645
"42423F",39662683,"a-n-A-C-F-m",201705071645
"A71EFA",39672901,"a-n-A-C-F-m",201705071655
"42423F",39664180,"a-n-A-C-F-m",201705071645
"42423F",39663808,"a-n-A-C-F-m",201705071645
"ICAO-A46CE1",39658095,"a-n-A-C-F-m",201705071635
"A836FB",39681251,"a-n-A-C-F-m",201705071700
"A96BA2",39688488,"a-n-A-C-F-m",201705071705
"A1AA24",39658776,"a-n-A-C-F-m",201705071640
"ABA7B0",39662830,"a-n-A-C-F-m",201705071645
"A836FB",39672483,"a-n-A-C-F-m",201705071655
"AA7E7C",39681498,"a-n-A-C-F-m",201705071700
"A71EFA",39677310,"a-n-A-C-F-m",201705071655
"A6FA94",39668297,"a-n-A-C-F-m",201705071650
"ABA7B0",39666697,"a-n-A-C-F-m",201705071650
"AB7B02",39666292,"a-n-A-C-F-m",201705071645
"AB4BA6",39688177,"a-n-A-C-F-m",201705071705
"ABE42C",39673710,"a-n-A-C-F-m",201705071655
"AA8B40",39687300,"a-n-A-C-F-m",201705071705
"AB7B02",39668257,"a-n-A-C-F-m",201705071650
"ABA7B0",39667820,"a-n-A-C-F-m",201705071650
"ICAO-A658DE",39682713,"a-n-A-C-F-m",201705071700
"AA7E7C",39679249,"a-n-A-C-F-m",201705071700
"ICAO-A05467",39684290,"a-n-A-C-F-m",201705071705
"A63665",39680715,"a-n-A-C-F-m",201705071700
"ABA7B0",39668642,"a-n-A-C-F-m",201705071650
"A262A9",39676567,"a-n-A-C-F-m",201705071655
"AAF183",39687580,"a-n-A-C-F-m",201705071705
"ABA7B0",39664785,"a-n-A-C-F-m",201705071645
"A63665",39681173,"a-n-A-C-F-m",201705071700
"42423F",39664397,"a-n-A-C-F-m",201705071645
"A43EA6",39688385,"a-n-A-C-F-m",201705071705
"ICAO-A88E71",39660730,"a-n-A-C-F-m",201705071640
"AA7E7C",39681808,"a-n-A-C-F-m",201705071700
"AB7B02",39667220,"a-n-A-C-F-m",201705071650
"E80244",39681822,"a-n-A-C-F-m",201705071700
"A6FA94",39665720,"a-n-A-C-F-m",201705071645
"42423F",39661596,"a-n-A-C-F-m",201705071640
"A3EE1F",39658940,"a-n-A-C-F-m",201705071640
"A43EA6",39685808,"a-n-A-C-F-m",201705071705
"C06A39",39683087,"a-n-A-C-F-m",201705071700
"A43EA6",39686683,"a-n-A-C-F-m",201705071705
"ABE42C",39672915,"a-n-A-C-F-m",201705071655
"42423F",39663659,"a-n-A-C-F-m",201705071645
"A3EE1F",39659852,"a-n-A-C-F-m",201705071640
"ABE42C",39670106,"a-n-A-C-F-m",201705071650
"A1AA24",39660366,"a-n-A-C-F-m",201705071640
"A3EE1F",39658433,"a-n-A-C-F-m",201705071635
"A2F591",39686057,"a-n-A-C-F-m",201705071705
"A2F591",39683106,"a-n-A-C-F-m",201705071700
"A3EE1F",39658938,"a-n-A-C-F-m",201705071640
"ABD19E",39660927,"a-n-A-C-F-m",201705071640
"ABA7B0",39666580,"a-n-A-C-F-m",201705071650
"A71EFA",39678360,"a-n-A-C-F-m",201705071700
"A71EFA",39675546,"a-n-A-C-F-m",201705071655
"ICAO-AB5ADE",39687501,"a-n-A-C-F-m",201705071705
"A63665",39680895,"a-n-A-C-F-m",201705071700
"ABE42C",39670036,"a-n-A-C-F-m",201705071650
"ABA7B0",39665630,"a-n-A-C-F-m",201705071645
"AB7B02",39670415,"a-n-A-C-F-m",201705071650
"A836FB",39681028,"a-n-A-C-F-m",201705071700
"ABA7B0",39668121,"a-n-A-C-F-m",201705071650
"42423F",39663733,"a-n-A-C-F-m",201705071645
"ABA7B0",39666442,"a-n-A-C-F-m",201705071650
"A836FB",39679248,"a-n-A-C-F-m",201705071700
"AB7B02",39670893,"a-n-A-C-F-m",201705071650
"AA7E7C",39669198,"a-n-A-C-F-m",201705071650
"ABA7B0",39663933,"a-n-A-C-F-m",201705071645
"AA8B40",39690664,"a-n-A-C-F-m",201705071710
"A43EA6",39683600,"a-n-A-C-F-m",201705071700
"AB7B02",39673346,"a-n-A-C-F-m",201705071655
"AB4BA6",39687572,"a-n-A-C-F-m",201705071705
"42423F",39660715,"a-n-A-C-F-m",201705071640
"A1AA24",39662453,"a-n-A-C-F-m",201705071645
"AAF183",39685689,"a-n-A-C-F-m",201705071705
"AB7B02",39669952,"a-n-A-C-F-m",201705071650
"C06A39",39687488,"a-n-A-C-F-m",201705071705
"A8C802",39668726,"a-n-A-C-F-m",201705071650
"AB7B02",39665118,"a-n-A-C-F-m",201705071645
"ICAO-A05467",39687565,"a-n-A-C-F-m",201705071705
"AB7B02",39673625,"a-n-A-C-F-m",201705071655
"A38E11",39684033,"a-n-A-C-F-m",201705071705
"A63665",39679889,"a-n-A-C-F-m",201705071700
"A262A9",39675550,"a-n-A-C-F-m",201705071655
"A8C802",39670228,"a-n-A-C-F-m",201705071650
"A7ED31",39668030,"a-n-A-C-F-m",201705071650
"A2F591",39683149,"a-n-A-C-F-m",201705071700
"A8C802",39668583,"a-n-A-C-F-m",201705071650
"A63665",39678493,"a-n-A-C-F-m",201705071700
"ABF826",39668133,"a-n-A-C-F-m",201705071650
"42423F",39664353,"a-n-A-C-F-m",201705071645
"AAF183",39690502,"a-n-A-C-F-m",201705071710
"ICAO-ADC2A7",39659303,"a-n-A-C-F-m",201705071640
"42423F",39660820,"a-n-A-C-F-m",201705071640
"ABE42C",39677397,"a-n-A-C-F-m",201705071655
"ABD19E",39659051,"a-n-A-C-F-m",201705071640
"42423F",39662482,"a-n-A-C-F-m",201705071645
"AA7E7C",39675457,"a-n-A-C-F-m",201705071655
"A1AA24",39658526,"a-n-A-C-F-m",201705071635
"42423F",39663899,"a-n-A-C-F-m",201705071645
"A63665",39684175,"a-n-A-C-F-m",201705071705
"A262A9",39672918,"a-n-A-C-F-m",201705071655
"A71EFA",39674522,"a-n-A-C-F-m",201705071655
"A836FB",39682838,"a-n-A-C-F-m",201705071700
"A7ED31",39670777,"a-n-A-C-F-m",201705071650
"A63665",39681119,"a-n-A-C-F-m",201705071700
"AA7E7C",39670570,"a-n-A-C-F-m",201705071650
"C06A39",39681798,"a-n-A-C-F-m",201705071700
"A262A9",39676626,"a-n-A-C-F-m",201705071655
"A71EFA",39670556,"a-n-A-C-F-m",201705071650
"A2F591",39682187,"a-n-A-C-F-m",201705071700
"AB7B02",39668630,"a-n-A-C-F-m",201705071650
"ABD19E",39663335,"a-n-A-C-F-m",201705071645
"ICAO-ADC2A7",39657738,"a-n-A-C-F-m",201705071635
"ICAO-86E4B8",39679028,"a-n-A-C-F",201705071700
"A48681",39688724,"a-n-A-C-F-m",201705071705
"A43EA6",39684394,"a-n-A-C-F-m",201705071705
"ABA7B0",39662700,"a-n-A-C-F-m",201705071645
"42423F",39663879,"a-n-A-C-F-m",201705071645
"A8299A",39670650,"a-n-A-C-F-m",201705071650
"42423F",39660665,"a-n-A-C-F-m",201705071640
"A1AA24",39657466,"a-n-A-C-F-m",201705071635
"A8299A",39678612,"a-n-A-C-F-m",201705071700
"AB4BA6",39688604,"a-n-A-C-F-m",201705071705
"ICAO-A05467",39685052,"a-n-A-C-F-m",201705071705
"ICAO-ADC2A7",39659571,"a-n-A-C-F-m",201705071640
"ABA7B0",39663794,"a-n-A-C-F-m",201705071645
"C06A39",39683313,"a-n-A-C-F-m",201705071700
"ABA7B0",39668785,"a-n-A-C-F-m",201705071650
"A38E11",39682698,"a-n-A-C-F-m",201705071700
"A8C802",39669218,"a-n-A-C-F-m",201705071650
"AA7E7C",39670647,"a-n-A-C-F-m",201705071650
"A8299A",39669465,"a-n-A-C-F-m",201705071650
"A63665",39678933,"a-n-A-C-F-m",201705071700
"A836FB",39680619,"a-n-A-C-F-m",201705071700
"A96BA2",39686226,"a-n-A-C-F-m",201705071705
"A8299A",39670802,"a-n-A-C-F-m",201705071650
"A3EE1F",39656975,"a-n-A-C-F-m",201705071635
"ABA7B0",39665949,"a-n-A-C-F-m",201705071645
"A1AA24",39658729,"a-n-A-C-F-m",201705071640
"A8299A",39670291,"a-n-A-C-F-m",201705071650
"A836FB",39674350,"a-n-A-C-F-m",201705071655
"A2F591",39686445,"a-n-A-C-F-m",201705071705
"A262A9",39680160,"a-n-A-C-F-m",201705071700
"A836FB",39685307,"a-n-A-C-F-m",201705071705
"ABA7B0",39666267,"a-n-A-C-F-m",201705071645
"42423F",39662625,"a-n-A-C-F-m",201705071645
"A71EFA",39670795,"a-n-A-C-F-m",201705071650
"A3EE1F",39658103,"a-n-A-C-F-m",201705071635
"A63665",39681093,"a-n-A-C-F-m",201705071700
"A63665",39685869,"a-n-A-C-F-m",201705071705
"ABA7B0",39664192,"a-n-A-C-F-m",201705071645
"A8299A",39675020,"a-n-A-C-F-m",201705071655
"AB00CE",39657048,"a-n-A-C-F-m",201705071635
"42423F",39660678,"a-n-A-C-F-m",201705071640
"A8299A",39672412,"a-n-A-C-F-m",201705071655
"ICAO-A88E71",39661915,"a-n-A-C-F-m",201705071640
"A836FB",39674097,"a-n-A-C-F-m",201705071655
"A6FA94",39665186,"a-n-A-C-F-m",201705071645
"42423F",39663289,"a-n-A-C-F-m",201705071645
"ICAO-86E4B8",39679091,"a-n-A-C-F",201705071700
"A38E11",39689599,"a-n-A-C-F-m",201705071705
"A63665",39680148,"a-n-A-C-F-m",201705071700
"ABE42C",39669825,"a-n-A-C-F-m",201705071650
"C06A39",39686217,"a-n-A-C-F-m",201705071705
"A8C802",39670730,"a-n-A-C-F-m",201705071650
"A262A9",39681156,"a-n-A-C-F-m",201705071700
"A63665",39683591,"a-n-A-C-F-m",201705071700
"A1AA24",39658210,"a-n-A-C-F-m",201705071635
"ABD19E",39663032,"a-n-A-C-F-m",201705071645
"A1AA24",39660046,"a-n-A-C-F-m",201705071640
"A2F591",39688495,"a-n-A-C-F-m",201705071705
"A63665",39682952,"a-n-A-C-F-m",201705071700
"A836FB",39677719,"a-n-A-C-F-m",201705071655
"A63665",39681107,"a-n-A-C-F-m",201705071700
"A38E11",39684493,"a-n-A-C-F-m",201705071705
"A63665",39677640,"a-n-A-C-F-m",201705071655
"A63665",39682117,"a-n-A-C-F-m",201705071700
"C06A39",39683271,"a-n-A-C-F-m",201705071700
"A38E11",39687038,"a-n-A-C-F-m",201705071705
"A8C802",39671680,"a-n-A-C-F-m",201705071655
"A63665",39676767,"a-n-A-C-F-m",201705071655
"A2F591",39683104,"a-n-A-C-F-m",201705071700
"AAF183",39685736,"a-n-A-C-F-m",201705071705
"A262A9",39681794,"a-n-A-C-F-m",201705071700
"ICAO-A4322C",39678324,"a-n-A-C-F-s",201705071700
"C06A39",39681998,"a-n-A-C-F-m",201705071700
"A38E11",39684295,"a-n-A-C-F-m",201705071705
"A1AA24",39658402,"a-n-A-C-F-m",201705071635
"ABA7B0",39668561,"a-n-A-C-F-m",201705071650
"A71EFA",39670062,"a-n-A-C-F-m",201705071650
