"name","id","cot_type","servertime"
"AA600A",39662788,"a-n-A-C-F-m",201705071645
"A6A7DC",39657724,"a-n-A-C-F-m",201705071635
"A6A7DC",39658073,"a-n-A-C-F-m",201705071635
"A1D10C",39663769,"a-n-A-C-F-m",201705071645
"AA600A",39666748,"a-n-A-C-F-m",201705071650
"AA600A",39667612,"a-n-A-C-F-m",201705071650
"A1D10C",39664796,"a-n-A-C-F-m",201705071645
"A6A7DC",39660409,"a-n-A-C-F-m",201705071640
"A6A7DC",39657965,"a-n-A-C-F-m",201705071635
"AA600A",39668562,"a-n-A-C-F-m",201705071650
"AA600A",39669642,"a-n-A-C-F-m",201705071650
"A6A7DC",39657679,"a-n-A-C-F-m",201705071635
"AA600A",39666168,"a-n-A-C-F-m",201705071645
"A6A7DC",39660755,"a-n-A-C-F-m",201705071640
"A1D10C",39662535,"a-n-A-C-F-m",201705071645
"A1D10C",39662935,"a-n-A-C-F-m",201705071645
"AA600A",39662932,"a-n-A-C-F-m",201705071645
"AA600A",39667202,"a-n-A-C-F-m",201705071650
"AA600A",39669240,"a-n-A-C-F-m",201705071650
"A6A7DC",39658749,"a-n-A-C-F-m",201705071640
"A1D10C",39662954,"a-n-A-C-F-m",201705071645
"AA600A",39669205,"a-n-A-C-F-m",201705071650
"A1D10C",39662781,"a-n-A-C-F-m",201705071645
"AA600A",39663280,"a-n-A-C-F-m",201705071645
"AA600A",39666012,"a-n-A-C-F-m",201705071645
"AA600A",39670561,"a-n-A-C-F-m",201705071650
"AA600A",39669698,"a-n-A-C-F-m",201705071650
"AA600A",39669537,"a-n-A-C-F-m",201705071650
"A1D10C",39661290,"a-n-A-C-F-m",201705071640
"AA600A",39664420,"a-n-A-C-F-m",201705071645
"A6A7DC",39662311,"a-n-A-C-F-m",201705071645
"A6A7DC",39659726,"a-n-A-C-F-m",201705071640
"AA600A",39665534,"a-n-A-C-F-m",201705071645
"AA600A",39669788,"a-n-A-C-F-m",201705071650
"A6A7DC",39662422,"a-n-A-C-F-m",201705071645
"A6A7DC",39659877,"a-n-A-C-F-m",201705071640
"AA600A",39666343,"a-n-A-C-F-m",201705071650
"A6A7DC",39659467,"a-n-A-C-F-m",201705071640
"AA600A",39664316,"a-n-A-C-F-m",201705071645
"A6A7DC",39657491,"a-n-A-C-F-m",201705071635
"AA600A",39670609,"a-n-A-C-F-m",201705071650
"A6A7DC",39657942,"a-n-A-C-F-m",201705071635
"A6A7DC",39657925,"a-n-A-C-F-m",201705071635
"AA600A",39663663,"a-n-A-C-F-m",201705071645
"A1D10C",39661942,"a-n-A-C-F-m",201705071640
"A6A7DC",39659005,"a-n-A-C-F-m",201705071640
"AA600A",39663398,"a-n-A-C-F-m",201705071645
"AA600A",39665771,"a-n-A-C-F-m",201705071645
"A1D10C",39663420,"a-n-A-C-F-m",201705071645
"A6A7DC",39661307,"a-n-A-C-F-m",201705071640
"A6A7DC",39661057,"a-n-A-C-F-m",201705071640
"A6A7DC",39658701,"a-n-A-C-F-m",201705071640
"A6A7DC",39657914,"a-n-A-C-F-m",201705071635
"AA600A",39666528,"a-n-A-C-F-m",201705071650
"AA600A",39665496,"a-n-A-C-F-m",201705071645
"AA600A",39665751,"a-n-A-C-F-m",201705071645
"A1D10C",39662381,"a-n-A-C-F-m",201705071645
"A6A7DC",39656998,"a-n-A-C-F-m",201705071635
"A6A7DC",39657167,"a-n-A-C-F-m",201705071635
"AA600A",39668240,"a-n-A-C-F-m",201705071650
"ICAO-3440CE",39661508,"a-n-A-C-F",201705071640
"A6A7DC",39661850,"a-n-A-C-F-m",201705071640
"AA600A",39664297,"a-n-A-C-F-m",201705071645
"AA600A",39666941,"a-n-A-C-F-m",201705071650
"A1D10C",39664708,"a-n-A-C-F-m",201705071645
